"stock_id","store_id","product_id","quantity","last_stocked_date"
"S1990","5","P431",927,"2023-07-26"
"S1991","1","P433",583,"2023-07-05"
"S1992","2","P433",597,"2024-07-22"
"S1993","3","P433",771,"2024-10-10"
"S1994","4","P433",575,"2024-03-28"
"S1995","5","P433",834,"2024-08-11"
"S1996","1","P434",651,"2024-09-16"
"S1997","2","P434",813,"2024-03-25"
"S1998","3","P434",210,"2023-07-17"
"S1999","4","P434",216,"2023-08-25"
"S2000","5","P434",476,"2024-06-17"
"S2001","1","P435",415,"2024-06-29"
"S2002","2","P435",489,"2023-08-16"
"S2003","3","P435",183,"2023-08-20"
"S2004","4","P435",11,"2023-07-18"
"S2005","5","P435",778,"2024-09-14"
"S2006","1","P436",492,"2024-02-28"
"S2007","2","P436",708,"2024-01-18"
"S2008","3","P436",701,"2023-09-07"
"S2009","4","P436",518,"2023-08-07"
"S2010","5","P436",124,"2023-07-24"
"S2011","1","P437",857,"2024-09-08"
"S2012","2","P437",963,"2024-07-14"
"S2013","3","P437",206,"2024-04-06"
"S2014","4","P437",557,"2023-06-29"
"S2015","5","P437",474,"2024-03-20"
"S2016","1","P438",271,"2023-09-11"
"S2017","2","P438",411,"2023-09-23"
"S2018","3","P438",691,"2023-11-11"
"S2019","4","P438",418,"2024-08-12"
"S2020","5","P438",672,"2023-06-14"
"S2021","1","P439",760,"2023-08-13"
"S2022","2","P439",159,"2023-05-25"
"S2023","3","P439",833,"2023-05-29"
"S2024","4","P439",817,"2024-02-22"
"S2025","5","P439",792,"2024-07-31"
"S2026","1","P440",211,"2023-06-13"
"S2027","2","P440",317,"2024-10-17"
"S2028","3","P440",557,"2023-11-16"
"S2029","4","P440",974,"2023-09-22"
"S2030","5","P440",661,"2023-06-24"
"S2031","1","P441",316,"2024-03-27"
"S2032","2","P441",456,"2023-05-02"
"S2033","3","P441",645,"2023-07-19"
"S2034","4","P441",755,"2024-08-22"
"S2035","5","P441",214,"2023-10-01"
"S2036","1","P442",963,"2024-05-02"
"S2037","2","P442",623,"2024-09-14"
"S2038","3","P442",413,"2024-05-02"
"S2039","4","P442",188,"2023-11-24"
"S2040","5","P442",300,"2023-08-01"
"S2041","1","P443",276,"2024-08-06"
"S2042","2","P443",822,"2023-06-15"
"S2043","3","P443",328,"2023-12-01"
"S2044","4","P443",801,"2024-01-22"
"S2045","5","P443",875,"2024-01-16"
"S2046","1","P444",400,"2023-06-10"
"S2047","2","P444",362,"2024-10-20"
"S2048","3","P444",544,"2024-02-11"
"S2049","4","P444",671,"2024-07-11"
"S2050","5","P444",169,"2024-04-17"
"S2051","1","P445",669,"2024-07-23"
"S2052","2","P445",701,"2024-04-07"
"S2053","3","P445",365,"2024-07-29"
"S2054","4","P445",708,"2023-06-17"
"S2055","5","P445",447,"2024-11-05"
"S2056","1","P446",502,"2023-07-05"
"S2057","2","P446",301,"2023-10-28"
"S2058","3","P446",335,"2024-10-13"
"S2059","4","P446",20,"2023-09-10"
"S2060","5","P446",813,"2024-11-01"
"S2061","1","P447",884,"2023-08-26"
"S2062","2","P447",150,"2024-05-25"
"S2063","3","P447",513,"2024-08-08"
"S2064","4","P447",580,"2024-09-16"
"S2065","5","P447",930,"2024-04-20"
"S2066","1","P448",25,"2023-08-13"
"S2067","2","P448",581,"2023-10-01"
"S2068","3","P448",970,"2023-07-10"
"S2069","4","P448",526,"2023-07-01"
"S2070","5","P448",59,"2024-08-19"
"S2071","1","P449",743,"2023-12-14"
"S2072","2","P449",699,"2023-05-12"
"S2073","3","P449",114,"2024-02-04"
"S2074","4","P449",234,"2023-12-29"
"S2075","5","P449",337,"2024-02-18"
"S2076","1","P450",104,"2024-05-15"
"S2077","2","P450",852,"2024-03-03"
"S2078","3","P450",356,"2024-07-23"
"S2079","4","P450",382,"2023-05-08"
"S2080","5","P450",948,"2023-07-25"
"S2081","1","P451",861,"2024-07-10"
"S2082","2","P451",145,"2024-04-05"
"S2083","3","P451",146,"2023-11-05"
"S2084","4","P451",988,"2024-05-12"
"S2085","5","P451",190,"2023-12-09"
"S2086","1","P452",846,"2023-12-09"
"S2087","2","P452",349,"2024-03-09"
"S2088","3","P452",827,"2024-05-16"
"S2089","4","P452",784,"2024-06-20"
"S2090","5","P452",913,"2024-06-04"
"S2091","1","P453",380,"2024-07-23"
"S2092","2","P453",879,"2023-07-30"
"S2093","3","P453",158,"2023-08-22"
"S2094","4","P453",647,"2023-09-18"
"S2095","5","P453",706,"2024-05-27"
"S2096","1","P454",102,"2024-10-11"
"S2097","2","P454",667,"2024-04-22"
"S2098","3","P454",855,"2024-08-02"
"S2099","4","P454",303,"2023-07-30"
"S2100","5","P454",917,"2024-07-19"
"S2101","1","P455",145,"2024-09-09"
"S2102","2","P455",351,"2024-07-30"
"S2103","3","P455",980,"2024-06-12"
"S2104","4","P455",613,"2024-03-21"
"S2105","5","P455",443,"2024-09-25"
"S2106","1","P456",915,"2024-07-03"
"S2107","2","P456",435,"2024-05-04"
"S2108","3","P456",650,"2023-06-28"
"S2109","4","P456",782,"2024-10-22"
"S2110","5","P456",15,"2023-11-09"
"S2111","1","P457",520,"2024-10-21"
"S2112","2","P457",183,"2024-07-08"
"S2113","3","P457",193,"2024-08-14"
"S2114","4","P457",996,"2024-11-02"
"S2115","5","P457",516,"2024-03-06"
"S2116","1","P458",922,"2024-08-08"
"S2117","2","P458",752,"2023-10-09"
"S2118","3","P458",465,"2023-07-07"
"S2119","4","P458",30,"2023-07-09"
"S2120","5","P458",512,"2023-11-30"
"S2121","1","P459",271,"2023-07-13"
"S2122","2","P459",359,"2023-08-05"
"S2123","3","P459",848,"2023-07-07"
"S2124","4","P459",804,"2024-01-02"
"S2125","5","P459",630,"2023-06-12"
"S2126","1","P460",83,"2023-10-24"
"S2127","2","P460",904,"2023-09-23"
"S2128","3","P460",336,"2024-06-10"
"S2129","4","P460",911,"2023-05-29"
"S2130","5","P460",131,"2024-09-20"
"S2131","1","P461",515,"2024-01-12"
"S2132","2","P461",778,"2024-05-23"
"S2133","3","P461",25,"2024-11-02"
"S2134","4","P461",1000,"2024-04-30"
"S2135","5","P461",453,"2024-01-27"
"S2136","1","P462",104,"2023-05-22"
"S2137","2","P462",48,"2023-06-24"
"S2138","3","P462",826,"2024-08-10"
"S2139","4","P462",813,"2023-05-07"
"S2140","5","P462",35,"2024-03-17"
"S2141","1","P463",786,"2024-05-03"
"S2142","2","P463",706,"2024-07-20"
"S2143","3","P463",625,"2023-09-17"
"S2144","4","P463",740,"2024-04-23"
"S2145","5","P463",563,"2024-06-28"
"S2146","1","P464",654,"2024-11-13"
"S2147","2","P464",687,"2024-07-03"
"S2148","3","P464",909,"2023-07-29"
"S2149","4","P464",56,"2023-07-26"
"S2150","5","P464",789,"2023-09-26"
"S2151","1","P465",687,"2023-10-31"
"S2152","2","P465",84,"2023-09-03"
"S2153","3","P465",691,"2024-03-12"
"S2154","4","P465",979,"2024-01-27"
"S2155","5","P465",296,"2023-12-04"
"S2156","1","P466",56,"2023-10-27"
"S2157","2","P466",683,"2024-09-14"
"S2158","3","P466",883,"2024-10-16"
"S2159","4","P466",553,"2023-06-30"
"S2160","5","P466",966,"2024-06-03"
"S2161","1","P467",263,"2024-01-11"
"S2162","2","P467",429,"2023-05-11"
"S2163","3","P467",688,"2024-02-24"
"S2164","4","P467",217,"2024-10-19"
"S2165","5","P467",287,"2023-08-22"
"S2166","1","P468",165,"2023-09-26"
"S2167","2","P468",689,"2024-02-10"
"S2168","3","P468",115,"2023-12-03"
"S2169","4","P468",891,"2024-08-05"
"S2170","5","P468",575,"2023-10-17"
"S2171","1","P469",381,"2023-07-04"
"S2172","2","P469",226,"2024-03-31"
"S2173","3","P469",256,"2023-10-27"
"S2174","4","P469",672,"2023-09-10"
"S2175","5","P469",983,"2024-09-19"
"S2176","1","P470",790,"2024-07-30"
"S2177","2","P470",817,"2024-07-13"
"S2178","3","P470",168,"2024-05-15"
"S2179","4","P470",147,"2023-06-11"
"S2180","5","P470",957,"2024-10-07"
"S2181","1","P471",284,"2024-10-24"
"S2182","2","P471",221,"2024-08-03"
"S2183","3","P471",716,"2024-05-22"
"S2184","4","P471",654,"2024-03-27"
"S2185","5","P471",1000,"2024-03-26"
"S2186","1","P472",707,"2024-02-25"
"S2187","2","P472",774,"2023-10-16"
"S2188","3","P472",323,"2024-04-13"
"S2189","4","P472",731,"2024-08-15"
"S2190","5","P472",235,"2024-05-30"
"S2191","1","P473",456,"2023-06-30"
"S2192","2","P473",925,"2023-09-22"
"S2193","3","P473",567,"2024-04-10"
"S2194","4","P473",954,"2023-08-20"
"S2195","5","P473",410,"2024-02-10"
"S2196","1","P474",583,"2023-10-20"
"S2197","2","P474",441,"2024-07-02"
"S2198","3","P474",207,"2024-06-09"
"S2199","4","P474",646,"2023-08-05"
"S2200","5","P474",499,"2023-06-30"
"S2201","1","P475",737,"2024-11-04"
"S2202","2","P475",612,"2024-10-15"
"S2203","3","P475",79,"2024-01-04"
"S2204","4","P475",389,"2024-05-23"
"S2205","5","P475",460,"2023-05-30"
"S2206","1","P476",579,"2024-09-10"
"S2207","2","P476",435,"2023-05-22"
"S2208","3","P476",963,"2024-06-03"
"S2209","4","P476",407,"2024-03-15"
"S2210","5","P476",564,"2024-09-01"
"S2211","1","P477",197,"2023-09-09"
"S2212","2","P477",688,"2024-06-01"
"S2213","3","P477",997,"2024-09-05"
"S2214","4","P477",421,"2024-09-04"
"S2215","5","P477",834,"2024-05-26"
"S2216","1","P478",537,"2023-09-06"
"S2217","2","P478",174,"2023-07-02"
"S2218","3","P478",664,"2023-06-18"
"S2219","4","P478",138,"2024-06-14"
"S2220","5","P478",285,"2024-07-12"
"S2221","1","P479",537,"2024-10-29"
"S2222","2","P479",790,"2024-09-23"
"S2223","3","P479",833,"2024-11-13"
"S2224","4","P479",14,"2024-06-07"
"S2225","5","P479",63,"2024-06-20"
"S2226","1","P480",291,"2023-10-17"
"S2227","2","P480",253,"2023-12-22"
"S2228","3","P480",965,"2024-05-28"
"S2229","4","P480",258,"2023-08-28"
"S2230","5","P480",227,"2024-02-10"
"S2231","1","P481",806,"2024-09-30"
"S2232","2","P481",221,"2024-01-31"
"S2233","3","P481",622,"2023-06-09"
"S2234","4","P481",389,"2023-10-21"
"S2235","5","P481",916,"2024-06-22"
"S2236","1","P482",439,"2023-12-17"
"S2237","2","P482",756,"2024-04-18"
"S2238","3","P482",702,"2024-05-12"
"S2239","4","P482",569,"2024-01-31"
"S2240","5","P482",480,"2024-11-16"
"S2241","1","P483",647,"2024-07-04"
"S2242","2","P483",799,"2024-09-29"
"S2243","3","P483",223,"2024-06-01"
"S2244","4","P483",597,"2023-07-10"
"S2245","5","P483",688,"2023-09-13"
"S2246","1","P484",674,"2024-10-16"
"S2247","2","P484",187,"2023-11-25"
"S2248","3","P484",302,"2023-05-11"
"S2249","4","P484",743,"2024-01-05"
"S2250","5","P484",597,"2024-05-02"
"S2251","1","P485",291,"2024-03-03"
"S2252","2","P485",470,"2023-07-05"
"S2253","3","P485",299,"2023-06-25"
"S2254","4","P485",76,"2024-10-11"
"S2255","5","P485",876,"2023-08-12"
"S2256","1","P486",303,"2024-02-13"
"S2257","2","P486",233,"2024-08-10"
"S2258","3","P486",95,"2024-05-15"
"S2259","4","P486",926,"2024-10-21"
"S2260","5","P486",794,"2023-10-14"
"S2261","1","P487",980,"2023-10-28"
"S2262","2","P487",300,"2023-11-26"
"S2263","3","P487",683,"2024-06-15"
"S2264","4","P487",208,"2023-11-02"
"S2265","5","P487",683,"2024-06-10"
"S2266","1","P488",959,"2024-11-16"
"S2267","2","P488",548,"2023-06-06"
"S2268","3","P488",341,"2024-02-27"
"S2269","4","P488",498,"2023-06-27"
"S2270","5","P488",230,"2023-11-05"
"S2271","1","P489",518,"2024-09-17"
"S2272","2","P489",315,"2023-11-22"
"S2273","3","P489",516,"2023-09-23"
"S2274","4","P489",583,"2024-01-17"
"S2275","5","P489",555,"2023-07-16"
"S2276","1","P490",358,"2023-09-13"
"S2277","2","P490",309,"2023-10-27"
"S2278","3","P490",25,"2024-05-15"
"S2279","4","P490",570,"2024-09-05"
"S2280","5","P490",970,"2024-02-09"
"S2281","1","P491",756,"2023-05-01"
"S2282","2","P491",89,"2024-06-07"
"S2283","3","P491",357,"2024-05-28"
"S2284","4","P491",364,"2024-04-12"
"S2285","5","P491",234,"2024-05-17"
"S2286","1","P492",16,"2024-10-19"
"S2287","2","P492",27,"2024-06-03"
"S2288","3","P492",753,"2023-09-10"
"S2289","4","P492",106,"2023-12-15"
"S2290","5","P492",196,"2023-06-19"
"S2291","1","P493",281,"2023-06-23"
"S2292","2","P493",550,"2024-08-20"
"S2293","3","P493",615,"2023-06-22"
"S2294","4","P493",522,"2024-10-02"
"S2295","5","P493",189,"2024-04-04"
"S2296","1","P494",774,"2023-10-18"
"S2297","2","P494",992,"2024-02-12"
"S2298","3","P494",988,"2023-05-27"
"S2299","4","P494",362,"2023-12-14"
"S2300","5","P494",56,"2024-06-12"
"S2301","1","P495",344,"2024-05-15"
"S2302","2","P495",781,"2023-06-17"
"S2303","3","P495",945,"2023-11-12"
"S2304","4","P495",603,"2023-05-27"
"S2305","5","P495",233,"2024-10-03"
"S2306","1","P496",359,"2023-06-28"
"S2307","2","P496",567,"2023-10-11"
"S2308","3","P496",743,"2024-01-31"
"S2309","4","P496",294,"2024-07-23"
"S2310","5","P496",984,"2023-10-28"
"S2311","1","P497",159,"2024-09-15"
"S2312","2","P497",843,"2024-07-21"
"S2313","3","P497",458,"2024-07-19"
"S2314","4","P497",454,"2023-10-03"
"S2315","5","P497",307,"2024-04-24"
"S2316","1","P498",32,"2024-08-20"
"S2317","2","P498",335,"2024-02-16"
"S2318","3","P498",868,"2024-03-05"
"S2319","4","P498",162,"2024-04-14"
"S2320","5","P498",642,"2023-10-23"
"S2321","1","P499",97,"2024-02-07"
"S2322","2","P499",221,"2023-10-28"
"S2323","3","P499",738,"2023-12-22"
"S2324","4","P499",441,"2024-02-14"
"S2325","5","P499",673,"2024-06-03"
"S2326","1","P500",378,"2023-05-22"
"S2327","2","P500",814,"2024-01-16"
"S2328","3","P500",553,"2024-08-25"
"S2329","4","P500",482,"2024-05-19"
"S2330","5","P500",984,"2024-07-17"
"S2331","1","P501",8,"2023-10-12"
"S2332","2","P501",63,"2024-10-24"
"S2333","3","P501",482,"2023-10-05"
"S2334","4","P501",294,"2024-04-28"
"S2335","5","P501",74,"2023-06-16"
"S2336","1","P502",880,"2023-08-10"
"S2337","2","P502",936,"2023-12-19"
"S2338","3","P502",932,"2024-07-05"
"S2339","4","P502",606,"2023-11-30"
"S2340","5","P502",162,"2023-12-24"
"S2341","1","P503",37,"2023-12-20"
"S2342","2","P503",397,"2023-10-04"
"S2343","3","P503",186,"2024-09-18"
"S2344","4","P503",27,"2023-06-16"
"S2345","5","P503",308,"2023-12-15"
"S2346","1","P504",153,"2023-07-23"
"S2347","2","P504",22,"2023-10-13"
"S2348","3","P504",74,"2023-08-08"
"S2349","4","P504",196,"2023-06-11"
"S2350","5","P504",12,"2023-08-03"
"S2351","1","P505",868,"2023-12-29"
"S2352","2","P505",954,"2024-09-30"
"S2353","3","P505",842,"2024-11-03"
"S2354","4","P505",826,"2024-10-14"
"S2355","5","P505",333,"2024-04-27"
"S2356","1","P506",292,"2024-01-11"
"S2357","2","P506",986,"2024-07-25"
"S2358","3","P506",43,"2024-03-31"
"S2359","4","P506",719,"2023-05-28"
"S2360","5","P506",395,"2023-06-04"
"S2361","1","P507",927,"2023-12-17"
"S2362","2","P507",842,"2023-10-10"
"S2363","3","P507",567,"2023-09-16"
"S2364","4","P507",692,"2024-08-18"
"S2365","5","P507",218,"2023-12-14"
"S2366","1","P508",279,"2024-07-12"
"S2367","2","P508",980,"2024-06-17"
"S2368","3","P508",123,"2024-09-29"
"S2369","4","P508",703,"2024-11-11"
"S2370","5","P508",616,"2024-04-26"
"S2371","1","P509",762,"2024-04-20"
"S2372","2","P509",800,"2024-03-01"
"S2373","3","P509",835,"2024-03-10"
"S2374","4","P509",454,"2023-12-13"
"S2375","5","P509",246,"2023-12-02"
"S2376","1","P510",991,"2023-09-03"
"S2377","2","P510",424,"2024-06-11"
"S2378","3","P510",902,"2023-10-19"
"S2379","4","P510",561,"2023-12-05"
"S2380","5","P510",52,"2024-01-21"
"S2381","1","P511",464,"2023-10-29"
"S2382","2","P511",738,"2023-10-19"
"S2383","3","P511",983,"2023-08-14"
"S2384","4","P511",677,"2024-05-15"
"S2385","5","P511",922,"2024-10-08"
"S2386","1","P512",752,"2024-11-15"
"S2387","2","P512",519,"2023-07-04"
"S2388","3","P512",389,"2024-02-05"
"S2389","4","P512",124,"2023-07-22"
"S2390","5","P512",698,"2023-08-06"
"S2391","1","P513",912,"2023-05-04"
"S2392","2","P513",865,"2024-09-17"
"S2393","3","P513",267,"2024-06-02"
"S2394","4","P513",686,"2023-05-30"
"S2395","5","P513",171,"2024-08-10"
"S2396","1","P514",135,"2023-05-20"
"S2397","2","P514",373,"2023-05-14"
"S2398","3","P514",315,"2024-06-15"
"S2399","4","P514",997,"2023-11-03"
"S2400","5","P514",359,"2024-01-19"
"S2401","1","P515",58,"2023-07-27"
"S2402","2","P515",828,"2024-04-04"
"S2403","3","P515",745,"2023-10-07"
"S2404","4","P515",443,"2024-09-26"
"S2405","5","P515",74,"2023-11-24"
"S2406","1","P516",98,"2024-04-10"
"S2407","2","P516",362,"2023-06-29"
"S2408","3","P516",664,"2024-04-27"
"S2409","4","P516",12,"2023-09-28"
"S2410","5","P516",941,"2023-11-13"
"S2411","1","P517",406,"2024-03-03"
"S2412","2","P517",248,"2023-11-24"
"S2413","3","P517",30,"2024-01-22"
"S2414","4","P517",989,"2024-03-14"
"S2415","5","P517",721,"2023-08-05"
"S2416","1","P518",864,"2023-10-06"
"S2417","2","P518",899,"2024-11-02"
"S2418","3","P518",643,"2024-05-09"
"S2419","4","P518",0,"2024-02-08"
"S2420","5","P518",990,"2023-11-28"
"S2421","1","P519",332,"2024-01-18"
"S2422","2","P519",369,"2023-06-17"
"S2423","3","P519",635,"2024-01-04"
"S2424","4","P519",503,"2023-06-02"
"S2425","5","P519",954,"2024-06-21"
"S2426","1","P520",332,"2023-08-18"
"S2427","2","P520",43,"2023-07-10"
"S2428","3","P520",663,"2024-08-26"
"S2429","4","P520",18,"2024-08-03"
"S2430","5","P520",630,"2024-07-16"
"S2431","1","P521",849,"2023-05-25"
"S2432","2","P521",128,"2024-10-30"
"S2433","3","P521",189,"2023-10-03"
"S2434","4","P521",430,"2023-10-23"
"S2435","5","P521",265,"2024-07-28"
"S2436","1","P522",47,"2023-11-28"
"S2437","2","P522",634,"2023-09-14"
"S2438","3","P522",273,"2024-10-23"
"S2439","4","P522",649,"2024-07-16"
"S2440","5","P522",350,"2024-06-04"
"S2441","1","P523",659,"2023-10-18"
"S2442","2","P523",715,"2023-10-31"
"S2443","3","P523",5,"2024-09-03"
"S2444","4","P523",421,"2024-08-17"
"S2445","5","P523",672,"2024-01-13"
"S2446","1","P524",82,"2023-05-18"
"S2447","2","P524",304,"2024-10-02"
"S2448","3","P524",807,"2023-08-22"
"S2449","4","P524",952,"2024-05-25"
"S2450","5","P524",631,"2023-09-30"
"S2451","1","P525",298,"2024-10-13"
"S2452","2","P525",1,"2023-05-04"
"S2453","3","P525",877,"2024-09-28"
"S2454","4","P525",769,"2023-08-25"
"S2455","5","P525",979,"2023-12-12"
"S2456","1","P526",189,"2023-07-29"
"S2457","2","P526",575,"2024-05-09"
"S2458","3","P526",918,"2024-02-04"
"S2459","4","P526",653,"2024-10-04"
"S2460","5","P526",443,"2024-08-23"
"S2461","1","P527",208,"2024-09-10"
"S2462","2","P527",158,"2023-12-23"
"S2463","3","P527",917,"2024-03-13"
"S2464","4","P527",504,"2023-06-10"
"S2465","5","P527",134,"2024-08-19"
"S2466","1","P528",804,"2023-12-12"
"S2467","2","P528",506,"2023-07-19"
"S2468","3","P528",429,"2024-11-11"
"S2469","4","P528",26,"2023-07-31"
"S2470","5","P528",843,"2024-10-21"
"S2471","1","P529",825,"2024-02-13"
"S2472","2","P529",103,"2024-10-29"
"S2473","3","P529",452,"2023-11-02"
"S2474","4","P529",789,"2024-03-26"
"S2475","5","P529",814,"2024-03-30"
"S2476","1","P530",884,"2023-06-30"
"S2477","2","P530",304,"2024-10-09"
"S2478","3","P530",263,"2023-12-19"
"S2479","4","P530",713,"2024-03-21"
"S2480","5","P530",124,"2024-05-19"
"S2481","1","P531",305,"2024-03-15"
"S2482","2","P531",771,"2023-05-12"
"S2483","3","P531",757,"2023-08-12"
"S2484","4","P531",301,"2024-05-08"
"S2485","5","P531",836,"2024-09-01"
"S2486","1","P532",115,"2024-05-07"
"S2487","2","P532",100,"2023-07-03"
"S2488","3","P532",106,"2024-09-24"
"S2489","4","P532",266,"2024-11-03"
"S2490","5","P532",239,"2023-10-26"
"S2491","1","P533",642,"2023-05-17"
"S2492","2","P533",825,"2024-06-02"
"S2493","3","P533",648,"2024-03-06"
"S2494","4","P533",437,"2024-08-08"
"S2495","5","P533",830,"2024-04-09"
"S2496","1","P534",823,"2024-10-11"
"S2497","2","P534",127,"2024-03-06"
"S2498","3","P534",664,"2024-05-14"
"S2499","4","P534",754,"2024-06-10"
"S2500","5","P534",236,"2023-09-28"
"S2501","1","P535",580,"2024-10-25"
"S2502","2","P535",811,"2023-05-01"
"S2503","3","P535",481,"2023-05-15"
"S2504","4","P535",685,"2023-09-15"
"S2505","5","P535",4,"2024-07-13"
"S2506","1","P536",237,"2023-06-03"
"S2507","2","P536",619,"2023-12-26"
"S2508","3","P536",928,"2023-08-09"
"S2509","4","P536",365,"2024-03-17"
"S2510","5","P536",855,"2024-08-10"
"S2511","1","P537",303,"2024-02-19"
"S2512","2","P537",991,"2024-05-20"
"S2513","3","P537",509,"2023-08-28"
"S2514","4","P537",769,"2023-10-26"
"S2515","5","P537",653,"2023-07-26"
"S2516","1","P538",577,"2023-05-07"
"S2517","2","P538",176,"2024-10-08"
"S2518","3","P538",752,"2023-10-12"
"S2519","4","P538",519,"2024-02-15"
"S2520","5","P538",6,"2024-05-22"
"S2521","1","P539",360,"2024-05-03"
"S2522","2","P539",920,"2024-06-17"
"S2523","3","P539",52,"2023-08-10"
"S2524","4","P539",257,"2024-01-08"
"S2525","5","P539",756,"2024-01-12"
"S2526","1","P540",917,"2024-06-03"
"S2527","2","P540",623,"2024-04-02"
"S2528","3","P540",596,"2024-05-15"
"S2529","4","P540",304,"2024-04-29"
"S2530","5","P540",354,"2024-03-30"
"S2531","1","P541",61,"2023-12-25"
"S2532","2","P541",567,"2024-02-06"
"S2533","3","P541",229,"2023-08-11"
"S2534","4","P541",928,"2024-08-07"
"S2535","5","P541",111,"2023-10-31"
"S2536","1","P542",676,"2024-02-19"
"S2537","2","P542",387,"2023-05-16"
"S2538","3","P542",665,"2023-07-10"
"S2539","4","P542",718,"2024-01-15"
"S2540","5","P542",559,"2024-11-12"
"S2541","1","P543",704,"2024-06-23"
"S2542","2","P543",305,"2024-07-16"
"S2543","3","P543",651,"2023-10-09"
"S2544","4","P543",369,"2024-10-13"
"S2545","5","P543",840,"2024-10-20"
"S2546","1","P544",452,"2024-06-04"
"S2547","2","P544",876,"2023-07-20"
"S2548","3","P544",899,"2023-10-10"
"S2549","4","P544",472,"2023-11-16"
"S2550","5","P544",595,"2024-11-10"
"S2551","1","P545",180,"2023-11-04"
"S2552","2","P545",212,"2024-01-18"
"S2553","3","P545",23,"2024-01-06"
"S2554","4","P545",176,"2024-06-08"
"S2555","5","P545",156,"2024-09-30"
"S2556","1","P546",563,"2024-02-05"
"S2557","2","P546",522,"2023-12-30"
"S2558","3","P546",916,"2024-07-05"
"S2559","4","P546",339,"2023-05-12"
"S2560","5","P546",798,"2023-05-09"
"S2561","1","P547",602,"2023-10-23"
"S2562","2","P547",828,"2024-02-13"
"S2563","3","P547",677,"2024-10-27"
"S2564","4","P547",662,"2023-05-24"
"S2565","5","P547",300,"2023-06-25"
"S2566","1","P548",269,"2024-08-23"
"S2567","2","P548",840,"2023-07-29"
"S2568","3","P548",990,"2023-05-28"
"S2569","4","P548",206,"2023-07-09"
"S2570","5","P548",946,"2024-01-21"
"S2571","1","P549",351,"2023-08-04"
"S2572","2","P549",527,"2023-11-20"
"S2573","3","P549",244,"2024-04-21"
"S2574","4","P549",190,"2023-06-02"
"S2575","5","P549",426,"2024-08-03"
"S2576","1","P550",647,"2023-08-25"
"S2577","2","P550",90,"2023-12-03"
"S2578","3","P550",952,"2024-01-30"
"S2579","4","P550",803,"2024-11-04"
"S2580","5","P550",722,"2024-10-02"
"S2581","1","P551",144,"2023-08-24"
"S2582","2","P551",421,"2023-11-27"
"S2583","3","P551",339,"2023-12-04"
"S2584","4","P551",11,"2024-10-22"
"S2585","5","P551",109,"2024-04-17"
"S2586","1","P552",832,"2024-01-04"
"S2587","2","P552",865,"2024-07-31"
"S2588","3","P552",918,"2024-08-10"
"S2589","4","P552",476,"2024-01-15"
"S2590","5","P552",327,"2024-05-01"
"S2591","1","P553",627,"2023-06-16"
"S2592","2","P553",878,"2023-10-15"
"S2593","3","P553",212,"2024-04-19"
"S2594","4","P553",779,"2024-09-23"
"S2595","5","P553",364,"2023-08-12"
"S2596","1","P554",742,"2024-03-30"
"S2597","2","P554",81,"2024-11-07"
"S2598","3","P554",945,"2024-06-23"
"S2599","4","P554",159,"2024-01-23"
"S2600","5","P554",903,"2023-05-15"
"S2601","1","P555",248,"2024-09-24"
"S2602","2","P555",393,"2023-11-29"
"S2603","3","P555",493,"2024-09-27"
"S2604","4","P555",995,"2023-08-27"
"S2605","5","P555",127,"2024-10-21"
"S2606","1","P556",187,"2024-06-19"
"S2607","2","P556",423,"2024-05-19"
"S2608","3","P556",812,"2023-05-12"
"S2609","4","P556",467,"2024-05-18"
"S2610","5","P556",25,"2024-04-16"
"S2611","1","P557",536,"2024-07-26"
"S2612","2","P557",528,"2024-09-02"
"S2613","3","P557",499,"2024-10-11"
"S2614","4","P557",484,"2024-03-26"
"S2615","5","P557",695,"2024-10-26"
"S2616","1","P558",300,"2023-06-15"
"S2617","2","P558",520,"2023-11-13"
"S2618","3","P558",974,"2023-11-26"
"S2619","4","P558",718,"2024-02-01"
"S2620","5","P558",873,"2024-08-29"
"S2621","1","P559",82,"2024-10-01"
"S2622","2","P559",599,"2024-01-20"
"S2623","3","P559",639,"2023-12-07"
"S2624","4","P559",147,"2024-10-24"
"S2625","5","P559",295,"2024-01-31"
"S2626","1","P560",943,"2023-09-10"
"S2627","2","P560",977,"2024-01-13"
"S2628","3","P560",345,"2024-01-06"
"S2629","4","P560",541,"2024-11-13"
"S2630","5","P560",128,"2024-08-10"
"S2631","1","P561",746,"2024-03-23"
"S2632","2","P561",710,"2023-07-24"
"S2633","3","P561",423,"2024-05-11"
"S2634","4","P561",451,"2023-10-07"
"S2635","5","P561",780,"2023-09-28"
"S2636","1","P562",593,"2024-04-09"
"S2637","2","P562",991,"2024-04-30"
"S2638","3","P562",981,"2023-12-28"
"S2639","4","P562",589,"2023-07-09"
"S2640","5","P562",528,"2024-01-15"
"S2641","1","P563",659,"2024-02-15"
"S2642","2","P563",35,"2024-06-05"
"S2643","3","P563",91,"2023-11-03"
"S2644","4","P563",49,"2024-07-21"
"S2645","5","P563",291,"2023-05-25"
"S2646","1","P564",285,"2024-05-30"
"S2647","2","P564",415,"2024-05-29"
"S2648","3","P564",692,"2024-10-16"
"S2649","4","P564",846,"2023-07-31"
"S2650","5","P564",175,"2023-05-28"
"S2651","1","P565",838,"2024-03-08"
"S2652","2","P565",847,"2024-05-03"
"S2653","3","P565",72,"2024-10-01"
"S2654","4","P565",98,"2024-03-27"
