"customer_id","transaction_id","feedback","rating"
"C1654","123052553","Excellent product, highly recommended!","4.00"
"C1714","123052563","Amazing experience, will definitely buy again!","4.00"
"C443","123055462","Quick delivery and fantastic service.","5.00"
"C624","123055472","It's okay, not bad but nothing special.","4.00"
"C435","123053315","Excellent product, highly recommended!","4.00"
"C1624","123053318","Product is fine but could be improved.","3.00"
"C595","123051336","Great quality, very satisfied with the purchase.","4.00"
"C724","123055490","Product exceeded expectations, works perfectly.","4.00"
"C26","123049939","Product exceeded expectations, works perfectly.","5.00"
"C544","123050972","Amazing experience, will definitely buy again!","5.00"
"C198","123055511","Decent product, meets the basic needs.","4.00"
"C528","123053384","Great quality, very satisfied with the purchase.","5.00"
"C1039","123055593","Great quality, very satisfied with the purchase.","5.00"
"C28","123053388","Amazing experience, will definitely buy again!","5.00"
"C943","123051815","Excellent product, highly recommended!","5.00"
"C1235","123055647","Great quality, very satisfied with the purchase.","5.00"
"C35","123053730","Quality issues, needs a lot of improvement.","2.00"
"C765","123055694","Service was satisfactory but not outstanding.","4.00"
"C1331","123055718","Service was satisfactory but not outstanding.","4.00"
"C401","123055733","Amazing experience, will definitely buy again!","4.00"
"C493","123052662","Excellent product, highly recommended!","5.00"
"C1277","123054138","Amazing experience, will definitely buy again!","4.00"
"C90","123053449","Decent product, meets the basic needs.","3.00"
"C1195","123055820","Excellent product, highly recommended!","5.00"
"C412","123051197","Product is fine but could be improved.","3.00"
"C1574","123053756","Not worth the money, completely unsatisfactory.","2.00"
"C886","123055867","Average experience, acceptable for the price.","4.00"
"C49","123055877","It's okay, not bad but nothing special.","3.00"
"C1160","123053488","Product arrived damaged, not happy with the service.","2.00"
"C1412","123051262","Product is fine but could be improved.","3.00"
"C38","123051297","Excellent product, highly recommended!","4.00"
"C1274","123053525","Great quality, very satisfied with the purchase.","4.00"
"C142","123053792","Terrible experience, would not recommend.","1.00"
"C1324","123051939","It's okay, not bad but nothing special.","3.00"
"C920","123051970","Quick delivery and fantastic service.","5.00"
"C1385","123052810","Excellent product, highly recommended!","5.00"
"C723","123051387","Amazing experience, will definitely buy again!","4.00"
"C800","123050033","Excellent product, highly recommended!","5.00"
"C1384","123053828","Excellent product, highly recommended!","5.00"
"C67","123054211","Great quality, very satisfied with the purchase.","5.00"
"C493","123052342","Excellent product, highly recommended!","4.00"
"C626","123051397","Service was satisfactory but not outstanding.","3.00"
"C1237","123052844","Quality issues, needs a lot of improvement.","2.00"
"C319","123052856","Product arrived damaged, not happy with the service.","1.00"
"C1317","123050090","Great quality, very satisfied with the purchase.","5.00"
"C829","123053846","Quality issues, needs a lot of improvement.","1.00"
"C1128","123054238","Not worth the money, completely unsatisfactory.","1.00"
"C948","123052129","Product exceeded expectations, works perfectly.","4.00"
"C254","123052134","Great quality, very satisfied with the purchase.","4.00"
"C1448","123052136","Excellent product, highly recommended!","4.00"
"C182","123051447","Excellent product, highly recommended!","5.00"
"C1578","123054259","Excellent product, highly recommended!","4.00"
"C1106","123051472","Product exceeded expectations, works perfectly.","4.00"
"C70","123052924","Quick delivery and fantastic service.","4.00"
"C1653","123052935","Terrible experience, would not recommend.","1.00"
"C976","123052942","Service was satisfactory but not outstanding.","3.00"
"C625","123052955","Product arrived damaged, not happy with the service.","2.00"
"C519","123053890","Product is fine but could be improved.","3.00"
"C261","123052231","Very disappointing, poor quality.","2.00"
"C566","123050198","Amazing experience, will definitely buy again!","4.00"
"C1342","123054324","Service was satisfactory but not outstanding.","3.00"
"C989","123053023","Great quality, very satisfied with the purchase.","4.00"
"C895","123053954","Amazing experience, will definitely buy again!","5.00"
"C1732","123058149","Quick delivery and fantastic service.","5.00"
"C1159","123057791","Product is fine but could be improved.","3.00"
"C431","123057347","Excellent product, highly recommended!","5.00"
"C342","123057796","It's okay, not bad but nothing special.","3.00"
"C1469","123058288","Product is fine but could be improved.","4.00"
"C1534","123057386","Quick delivery and fantastic service.","5.00"
"C86","123058377","Amazing experience, will definitely buy again!","4.00"
"C1176","123056864","Product arrived damaged, not happy with the service.","2.00"
"C1052","123058396","Great quality, very satisfied with the purchase.","5.00"
"C1509","123058407","Decent product, meets the basic needs.","4.00"
"C283","123058472","It's okay, not bad but nothing special.","3.00"
"C669","123057405","Product exceeded expectations, works perfectly.","5.00"
"C921","123056471","Product arrived damaged, not happy with the service.","1.00"
"C1056","123058593","Amazing experience, will definitely buy again!","5.00"
"C17","123058641","Great quality, very satisfied with the purchase.","5.00"
"C390","123058671","Product arrived damaged, not happy with the service.","2.00"
"C1355","123057454","Terrible experience, would not recommend.","2.00"
"C129","123058756","Excellent product, highly recommended!","4.00"
"C1573","123057862","Quality issues, needs a lot of improvement.","1.00"
"C307","123058888","Average experience, acceptable for the price.","4.00"
"C744","123058903","Amazing experience, will definitely buy again!","4.00"
"C896","123057871","Service was satisfactory but not outstanding.","3.00"
"C1031","123058942","Product exceeded expectations, works perfectly.","4.00"
"C755","123058955","Great quality, very satisfied with the purchase.","5.00"
"C65","123057462","Very disappointing, poor quality.","1.00"
"C600","123058972","Product exceeded expectations, works perfectly.","4.00"
"C20","123057471","Quick delivery and fantastic service.","5.00"
"C1607","123059088","Very disappointing, poor quality.","2.00"
"C18","123057874","Not worth the money, completely unsatisfactory.","2.00"
"C94","123059116","Quick delivery and fantastic service.","5.00"
"C689","123057047","Product exceeded expectations, works perfectly.","5.00"
"C577","123056556","Quick delivery and fantastic service.","5.00"
"C742","123057484","Quality issues, needs a lot of improvement.","2.00"
"C845","123057052","Excellent product, highly recommended!","5.00"
"C1013","123059141","Excellent product, highly recommended!","5.00"
"C1236","123059188","Product exceeded expectations, works perfectly.","5.00"
"C124","123059303","Great quality, very satisfied with the purchase.","4.00"
"C576","123059400","Product arrived damaged, not happy with the service.","2.00"
"C641","123057511","Quick delivery and fantastic service.","5.00"
"C416","123059666","Product exceeded expectations, works perfectly.","4.00"
"C1406","123057110","Excellent product, highly recommended!","4.00"
"C948","123057134","Product is fine but could be improved.","3.00"
"C466","123056133","Very disappointing, poor quality.","2.00"
"C1067","123056619","Excellent product, highly recommended!","4.00"
"C295","123057154","Service was satisfactory but not outstanding.","3.00"
"C1099","123057615","Amazing experience, will definitely buy again!","5.00"
"C1320","123057621","Product exceeded expectations, works perfectly.","5.00"
"C1752","123057214","Terrible experience, would not recommend.","2.00"
"C1598","123056186","Decent product, meets the basic needs.","4.00"
"C1700","123056195","Amazing experience, will definitely buy again!","4.00"
"C1045","123056745","Quick delivery and fantastic service.","4.00"
"C315","123058064","Decent product, meets the basic needs.","3.00"
"C1588","123056770","Average experience, acceptable for the price.","3.00"
"C622","123056778","Amazing experience, will definitely buy again!","5.00"
"C327","123057316","It's okay, not bad but nothing special.","4.00"
"C1703","123056806","Great quality, very satisfied with the purchase.","4.00"
"C142","123056304","Average experience, acceptable for the price.","3.00"
"C1511","123060996","Quality issues, needs a lot of improvement.","2.00"
"C753","123060998","Decent product, meets the basic needs.","4.00"
"C701","123063602","Product is fine but could be improved.","3.00"
"C881","123061813","Great quality, very satisfied with the purchase.","4.00"
"C1328","123062406","It's okay, not bad but nothing special.","3.00"
"C827","123060221","It's okay, not bad but nothing special.","3.00"
"C1336","123061031","Decent product, meets the basic needs.","3.00"
"C1676","123060253","Amazing experience, will definitely buy again!","4.00"
"C307","123061040","Great quality, very satisfied with the purchase.","5.00"
"C1543","123063254","Product is fine but could be improved.","4.00"
"C1316","123061108","Great quality, very satisfied with the purchase.","5.00"
"C1449","123061117","Product exceeded expectations, works perfectly.","4.00"
"C482","123060302","Excellent product, highly recommended!","4.00"
"C882","123060319","Great quality, very satisfied with the purchase.","4.00"
"C858","123062492","Product exceeded expectations, works perfectly.","5.00"
"C1452","123064111","Quick delivery and fantastic service.","5.00"
"C688","123060368","Not worth the money, completely unsatisfactory.","1.00"
"C1232","123064156","Product is fine but could be improved.","3.00"
"C525","123064171","Excellent product, highly recommended!","4.00"
"C1086","123064201","Product is fine but could be improved.","3.00"
"C696","123061940","Product exceeded expectations, works perfectly.","5.00"
"C1469","123060459","Excellent product, highly recommended!","4.00"
"C1238","123060480","Terrible experience, would not recommend.","2.00"
"C568","123060489","Excellent product, highly recommended!","5.00"
"C610","123060500","Quick delivery and fantastic service.","4.00"
"C1508","123061975","Average experience, acceptable for the price.","3.00"
"C1301","123064461","Great quality, very satisfied with the purchase.","5.00"
"C1143","123064491","Very disappointing, poor quality.","1.00"
"C1219","123059794","Excellent product, highly recommended!","5.00"
"C239","123060562","Decent product, meets the basic needs.","3.00"
"C87","123064547","Product is fine but could be improved.","4.00"
"C573","123064560","Excellent product, highly recommended!","5.00"
"C1541","123059797","Excellent product, highly recommended!","4.00"
"C1282","123060598","Excellent product, highly recommended!","4.00"
"C1679","123062641","Terrible experience, would not recommend.","1.00"
"C587","123060611","Excellent product, highly recommended!","4.00"
"C341","123064631","Product is fine but could be improved.","3.00"
"C59","123064638","Terrible experience, would not recommend.","1.00"
"C1671","123062668","Terrible experience, would not recommend.","2.00"
"C1019","123064731","Great quality, very satisfied with the purchase.","4.00"
"C1534","123061270","Product is fine but could be improved.","3.00"
"C1168","123064745","Terrible experience, would not recommend.","2.00"
"C833","123064889","Quick delivery and fantastic service.","5.00"
"C1054","123062708","Amazing experience, will definitely buy again!","4.00"
"C670","123064961","Product exceeded expectations, works perfectly.","5.00"
"C984","123060739","Amazing experience, will definitely buy again!","4.00"
"C815","123062714","Product arrived damaged, not happy with the service.","1.00"
"C108","123062051","Decent product, meets the basic needs.","3.00"
"C1578","123061325","Excellent product, highly recommended!","5.00"
"C80","123062746","Average experience, acceptable for the price.","3.00"
"C483","123065116","Average experience, acceptable for the price.","3.00"
"C978","123062064","Excellent product, highly recommended!","5.00"
"C1518","123061350","Product is fine but could be improved.","3.00"
"C1263","123062962","Product arrived damaged, not happy with the service.","2.00"
"C618","123060810","Great quality, very satisfied with the purchase.","4.00"
"C1269","123065181","Product is fine but could be improved.","3.00"
"C1592","123065235","Amazing experience, will definitely buy again!","5.00"
"C1125","123065269","Quick delivery and fantastic service.","4.00"
"C603","123062978","Quick delivery and fantastic service.","4.00"
"C430","123063393","Great quality, very satisfied with the purchase.","4.00"
"C851","123060831","Quick delivery and fantastic service.","5.00"
"C432","123062087","Great quality, very satisfied with the purchase.","5.00"
"C128","123060890","Product is fine but could be improved.","3.00"
"C1525","123065352","Quick delivery and fantastic service.","4.00"
"C579","123059883","Great quality, very satisfied with the purchase.","5.00"
"C929","123062145","Average experience, acceptable for the price.","4.00"
"C1680","123059901","Very disappointing, poor quality.","2.00"
"C973","123061786","Amazing experience, will definitely buy again!","4.00"
"C362","123060931","Terrible experience, would not recommend.","1.00"
"C1557","123062206","Amazing experience, will definitely buy again!","4.00"
"C270","123063106","Not worth the money, completely unsatisfactory.","1.00"
"C1749","123061559","Very disappointing, poor quality.","1.00"
"C309","123062260","Great quality, very satisfied with the purchase.","4.00"
"C1276","123061563","Amazing experience, will definitely buy again!","5.00"
"C960","123062275","Terrible experience, would not recommend.","1.00"
"C1550","123062278","Quality issues, needs a lot of improvement.","2.00"
"C1025","123062280","Excellent product, highly recommended!","4.00"
"C1616","123063515","Product exceeded expectations, works perfectly.","5.00"
"C1366","123063123","Average experience, acceptable for the price.","3.00"
"C1206","123063537","Quick delivery and fantastic service.","5.00"
"C144","123060039","Excellent product, highly recommended!","5.00"
"C760","123062322","It's okay, not bad but nothing special.","3.00"
"C1410","123062332","Terrible experience, would not recommend.","1.00"
"C1024","123063578","Quick delivery and fantastic service.","4.00"
"C1053","123062362","Not worth the money, completely unsatisfactory.","2.00"
"C326","123062369","Service was satisfactory but not outstanding.","3.00"
"C235","123069269","Great quality, very satisfied with the purchase.","5.00"
"C616","123065890","Quick delivery and fantastic service.","5.00"
"C820","123069340","Terrible experience, would not recommend.","2.00"
"C1460","123068144","Excellent product, highly recommended!","5.00"
"C511","123065912","Decent product, meets the basic needs.","4.00"
"C1682","123067606","It's okay, not bad but nothing special.","3.00"
"C254","123069372","Great quality, very satisfied with the purchase.","4.00"
"C59","123067003","Product exceeded expectations, works perfectly.","5.00"
"C403","123067625","Quality issues, needs a lot of improvement.","2.00"
"C791","123067627","Decent product, meets the basic needs.","4.00"
"C1403","123066004","Product exceeded expectations, works perfectly.","4.00"
"C822","123068177","Product arrived damaged, not happy with the service.","2.00"
"C1314","123068179","Excellent product, highly recommended!","4.00"
"C445","123065395","Amazing experience, will definitely buy again!","5.00"
"C1411","123069549","Decent product, meets the basic needs.","3.00"
"C1701","123069578","Excellent product, highly recommended!","5.00"
"C1595","123065399","Product exceeded expectations, works perfectly.","5.00"
"C831","123068192","Product exceeded expectations, works perfectly.","5.00"
"C1008","123066096","Quick delivery and fantastic service.","5.00"
"C2","123066102","Average experience, acceptable for the price.","4.00"
"C1710","123067645","Decent product, meets the basic needs.","4.00"
"C1752","123069037","Great quality, very satisfied with the purchase.","4.00"
"C1380","123068574","Great quality, very satisfied with the purchase.","4.00"
"C245","123067669","Amazing experience, will definitely buy again!","4.00"
"C321","123069683","Decent product, meets the basic needs.","4.00"
"C1583","123065420","Product is fine but could be improved.","3.00"
"C1146","123069748","Amazing experience, will definitely buy again!","5.00"
"C1320","123068246","Not worth the money, completely unsatisfactory.","1.00"
"C202","123069786","Product exceeded expectations, works perfectly.","5.00"
"C215","123069059","Quality issues, needs a lot of improvement.","2.00"
"C275","123068281","Great quality, very satisfied with the purchase.","4.00"
"C521","123068583","Product exceeded expectations, works perfectly.","5.00"
"C1127","123067093","Average experience, acceptable for the price.","4.00"
"C1352","123066812","Great quality, very satisfied with the purchase.","4.00"
"C450","123067130","Amazing experience, will definitely buy again!","4.00"
"C524","123070166","Decent product, meets the basic needs.","4.00"
"C1125","123070178","Amazing experience, will definitely buy again!","4.00"
"C1707","123067143","Great quality, very satisfied with the purchase.","5.00"
"C323","123068322","Not worth the money, completely unsatisfactory.","1.00"
"C1311","123070248","Not worth the money, completely unsatisfactory.","2.00"
"C431","123070300","Product exceeded expectations, works perfectly.","5.00"
"C1085","123067166","Product arrived damaged, not happy with the service.","2.00"
"C454","123066366","Quick delivery and fantastic service.","4.00"
"C1215","123068384","Quick delivery and fantastic service.","4.00"
"C1713","123067181","Not worth the money, completely unsatisfactory.","1.00"
"C709","123066826","Great quality, very satisfied with the purchase.","4.00"
"C1537","123070423","Product exceeded expectations, works perfectly.","4.00"
"C594","123070442","Product exceeded expectations, works perfectly.","5.00"
"C1304","123069094","Product exceeded expectations, works perfectly.","5.00"
"C1533","123068440","Product is fine but could be improved.","4.00"
"C272","123067793","Great quality, very satisfied with the purchase.","5.00"
"C325","123067266","It's okay, not bad but nothing special.","3.00"
"C487","123066663","Service was satisfactory but not outstanding.","4.00"
"C1040","123070947","Great quality, very satisfied with the purchase.","5.00"
"C1591","123066886","Product is fine but could be improved.","4.00"
"C1614","123067319","Very disappointing, poor quality.","1.00"
"C849","123067325","Product exceeded expectations, works perfectly.","4.00"
"C335","123067849","Quick delivery and fantastic service.","4.00"
"C197","123069126","Great quality, very satisfied with the purchase.","5.00"
"C876","123067352","Excellent product, highly recommended!","4.00"
"C952","123068762","Quick delivery and fantastic service.","4.00"
"C320","123068766","Excellent product, highly recommended!","5.00"
"C202","123067370","Product exceeded expectations, works perfectly.","5.00"
"C29","123067882","Average experience, acceptable for the price.","4.00"
"C779","123068845","Product exceeded expectations, works perfectly.","4.00"
"C1431","123067976","Product exceeded expectations, works perfectly.","4.00"
"C90","123065662","Amazing experience, will definitely buy again!","5.00"
"C305","123065669","Amazing experience, will definitely buy again!","5.00"
"C376","123065703","Great quality, very satisfied with the purchase.","4.00"
"C614","123067558","Very disappointing, poor quality.","1.00"
"C653","123068963","Excellent product, highly recommended!","4.00"
"C35","123066955","Not worth the money, completely unsatisfactory.","2.00"
"C1054","123068967","Great quality, very satisfied with the purchase.","5.00"
"C1569","123068061","Excellent product, highly recommended!","4.00"
"C1023","123065791","Amazing experience, will definitely buy again!","4.00"
"C1073","123069200","Excellent product, highly recommended!","4.00"
"C262","123065823","Excellent product, highly recommended!","5.00"
"C1226","123067582","Decent product, meets the basic needs.","3.00"
"C1270","123073647","Excellent product, highly recommended!","5.00"
"C1549","123074940","Very disappointing, poor quality.","1.00"
"C1555","123074949","Decent product, meets the basic needs.","4.00"
"C156","123074960","Amazing experience, will definitely buy again!","4.00"
"C1524","123074967","Product exceeded expectations, works perfectly.","5.00"
"C1257","123074994","Product exceeded expectations, works perfectly.","4.00"
"C1235","123075088","Great quality, very satisfied with the purchase.","5.00"
"C1421","123075089","Quick delivery and fantastic service.","4.00"
"C232","123073712","Amazing experience, will definitely buy again!","5.00"
"C1120","123073191","Amazing experience, will definitely buy again!","5.00"
"C804","123072511","Great quality, very satisfied with the purchase.","4.00"
"C935","123075160","Not worth the money, completely unsatisfactory.","1.00"
"C1043","123075207","Service was satisfactory but not outstanding.","4.00"
"C268","123071854","Product exceeded expectations, works perfectly.","5.00"
"C441","123073736","Quick delivery and fantastic service.","4.00"
"C486","123073747","Quick delivery and fantastic service.","5.00"
"C131","123072579","Terrible experience, would not recommend.","2.00"
"C1622","123075418","Excellent product, highly recommended!","5.00"
"C675","123074901","Quality issues, needs a lot of improvement.","1.00"
"C538","123075429","Product exceeded expectations, works perfectly.","4.00"
"C1716","123074608","Product is fine but could be improved.","4.00"
"C1051","123074123","Quick delivery and fantastic service.","4.00"
"C624","123075545","Excellent product, highly recommended!","4.00"
"C400","123073267","Great quality, very satisfied with the purchase.","4.00"
"C1565","123075628","Not worth the money, completely unsatisfactory.","1.00"
"C973","123075630","Terrible experience, would not recommend.","1.00"
"C537","123073856","Amazing experience, will definitely buy again!","5.00"
"C1730","123075642","Quick delivery and fantastic service.","4.00"
"C46","123075675","Very disappointing, poor quality.","1.00"
"C1215","123074175","Product exceeded expectations, works perfectly.","4.00"
"C1077","123072373","Product is fine but could be improved.","4.00"
"C679","123075776","Quality issues, needs a lot of improvement.","1.00"
"C557","123075779","Great quality, very satisfied with the purchase.","4.00"
"C1212","123073901","Average experience, acceptable for the price.","4.00"
"C1159","123075894","Product exceeded expectations, works perfectly.","5.00"
"C610","123074215","Product arrived damaged, not happy with the service.","1.00"
"C124","123075953","Product arrived damaged, not happy with the service.","2.00"
"C1366","123072123","Service was satisfactory but not outstanding.","3.00"
"C1048","123072717","Product exceeded expectations, works perfectly.","4.00"
"C7","123072720","Amazing experience, will definitely buy again!","4.00"
"C170","123072745","Product is fine but could be improved.","3.00"
"C860","123072751","Product exceeded expectations, works perfectly.","5.00"
"C919","123076128","Great quality, very satisfied with the purchase.","4.00"
"C1688","123072161","Amazing experience, will definitely buy again!","5.00"
"C1409","123072171","Great quality, very satisfied with the purchase.","5.00"
"C794","123074241","Product arrived damaged, not happy with the service.","1.00"
"C391","123076177","Product is fine but could be improved.","3.00"
"C405","123073999","Amazing experience, will definitely buy again!","4.00"
"C872","123074732","Not worth the money, completely unsatisfactory.","2.00"
"C1663","123073372","Great quality, very satisfied with the purchase.","5.00"
"C1537","123072220","Average experience, acceptable for the price.","3.00"
"C334","123072254","Amazing experience, will definitely buy again!","5.00"
"C565","123072256","Decent product, meets the basic needs.","4.00"
"C55","123076362","Quick delivery and fantastic service.","4.00"
"C693","123072259","Product is fine but could be improved.","3.00"
"C1485","123072262","Average experience, acceptable for the price.","4.00"
"C813","123074277","Amazing experience, will definitely buy again!","5.00"
"C422","123072408","Very disappointing, poor quality.","1.00"
"C964","123073424","Excellent product, highly recommended!","5.00"
"C106","123074298","Quick delivery and fantastic service.","4.00"
"C1252","123073431","Very disappointing, poor quality.","1.00"
"C251","123074323","Quick delivery and fantastic service.","5.00"
"C1651","123072906","Great quality, very satisfied with the purchase.","4.00"
"C1562","123073451","Great quality, very satisfied with the purchase.","4.00"
"C1374","123074386","Product is fine but could be improved.","3.00"
"C1367","123072435","Great quality, very satisfied with the purchase.","5.00"
"C173","123074416","Great quality, very satisfied with the purchase.","4.00"
"C445","123071732","Product arrived damaged, not happy with the service.","2.00"
"C329","123074830","Quick delivery and fantastic service.","5.00"
"C824","123074423","Decent product, meets the basic needs.","4.00"
"C1473","123072952","Quality issues, needs a lot of improvement.","2.00"
"C11","123074440","Product is fine but could be improved.","3.00"
"C1547","123071556","Product arrived damaged, not happy with the service.","1.00"
"C539","123072453","Product arrived damaged, not happy with the service.","2.00"
"C472","123073557","Product arrived damaged, not happy with the service.","2.00"
"C145","123073047","Decent product, meets the basic needs.","4.00"
"C140","123073056","Quality issues, needs a lot of improvement.","2.00"
"C1735","123073576","Not worth the money, completely unsatisfactory.","2.00"
"C832","123074886","Great quality, very satisfied with the purchase.","5.00"
"C324","123073621","Amazing experience, will definitely buy again!","5.00"
"C1423","123073121","Amazing experience, will definitely buy again!","4.00"
"C632","123080101","Very disappointing, poor quality.","1.00"
"C1688","123079730","Quick delivery and fantastic service.","4.00"
"C352","123079037","Product arrived damaged, not happy with the service.","2.00"
"C151","123080194","Service was satisfactory but not outstanding.","4.00"
"C112","123079071","Product exceeded expectations, works perfectly.","4.00"
"C211","123076863","Very disappointing, poor quality.","1.00"
"C1220","123076929","Quality issues, needs a lot of improvement.","2.00"
"C1737","123080286","Great quality, very satisfied with the purchase.","4.00"
"C184","123080292","Amazing experience, will definitely buy again!","5.00"
"C1275","123076477","Average experience, acceptable for the price.","3.00"
"C690","123077962","Service was satisfactory but not outstanding.","3.00"
"C1577","123077969","Terrible experience, would not recommend.","1.00"
"C1655","123076993","Amazing experience, will definitely buy again!","4.00"
"C1323","123079099","Excellent product, highly recommended!","5.00"
"C495","123080442","Excellent product, highly recommended!","5.00"
"C622","123080462","Amazing experience, will definitely buy again!","4.00"
"C727","123080484","Great quality, very satisfied with the purchase.","5.00"
"C922","123077038","Terrible experience, would not recommend.","1.00"
"C381","123080528","Amazing experience, will definitely buy again!","5.00"
"C1405","123080535","Product is fine but could be improved.","4.00"
"C417","123080579","Quality issues, needs a lot of improvement.","2.00"
"C21","123077074","Quick delivery and fantastic service.","4.00"
"C873","123079783","Quick delivery and fantastic service.","5.00"
"C1346","123077116","Decent product, meets the basic needs.","4.00"
"C794","123077132","Amazing experience, will definitely buy again!","4.00"
"C1748","123076513","Decent product, meets the basic needs.","4.00"
"C1297","123077140","Amazing experience, will definitely buy again!","4.00"
"C328","123078055","Product exceeded expectations, works perfectly.","4.00"
"C136","123080630","Product is fine but could be improved.","3.00"
"C178","123078601","Excellent product, highly recommended!","5.00"
"C359","123077211","Great quality, very satisfied with the purchase.","4.00"
"C1034","123078604","Quick delivery and fantastic service.","4.00"
"C231","123077233","Excellent product, highly recommended!","5.00"
"C1009","123080913","Product exceeded expectations, works perfectly.","5.00"
"C437","123079184","Decent product, meets the basic needs.","4.00"
"C928","123077296","Excellent product, highly recommended!","5.00"
"C1636","123078092","It's okay, not bad but nothing special.","3.00"
"C370","123080967","Quality issues, needs a lot of improvement.","1.00"
"C1192","123080986","Amazing experience, will definitely buy again!","5.00"
"C1351","123078134","Amazing experience, will definitely buy again!","4.00"
"C1533","123079833","Product is fine but could be improved.","4.00"
"C1741","123079841","Quick delivery and fantastic service.","4.00"
"C552","123081030","Not worth the money, completely unsatisfactory.","1.00"
"C1498","123077458","Great quality, very satisfied with the purchase.","4.00"
"C1723","123077465","Decent product, meets the basic needs.","3.00"
"C1099","123081111","Product arrived damaged, not happy with the service.","1.00"
"C1392","123078676","Terrible experience, would not recommend.","2.00"
"C1054","123077485","It's okay, not bad but nothing special.","3.00"
"C673","123079235","Excellent product, highly recommended!","4.00"
"C1087","123081203","Product exceeded expectations, works perfectly.","5.00"
"C1326","123081229","Great quality, very satisfied with the purchase.","4.00"
"C1640","123077564","Excellent product, highly recommended!","4.00"
"C19","123077577","It's okay, not bad but nothing special.","4.00"
"C1059","123079253","Excellent product, highly recommended!","4.00"
"C147","123079263","Very disappointing, poor quality.","1.00"
"C555","123079270","Product exceeded expectations, works perfectly.","4.00"
"C626","123079486","Excellent product, highly recommended!","5.00"
"C337","123079508","Amazing experience, will definitely buy again!","5.00"
"C1190","123081396","Quick delivery and fantastic service.","4.00"
"C460","123079292","Quick delivery and fantastic service.","4.00"
"C331","123077676","Quick delivery and fantastic service.","4.00"
"C159","123079309","Product exceeded expectations, works perfectly.","4.00"
"C1425","123078193","Amazing experience, will definitely buy again!","4.00"
"C1246","123078200","Excellent product, highly recommended!","5.00"
"C279","123077685","Quick delivery and fantastic service.","4.00"
"C1275","123078238","Terrible experience, would not recommend.","1.00"
"C382","123078240","Product exceeded expectations, works perfectly.","4.00"
"C58","123077741","Very disappointing, poor quality.","2.00"
"C522","123081658","Service was satisfactory but not outstanding.","3.00"
"C1592","123081667","Not worth the money, completely unsatisfactory.","1.00"
"C635","123078258","Not worth the money, completely unsatisfactory.","1.00"
"C813","123077771","It's okay, not bad but nothing special.","4.00"
"C1727","123077810","Excellent product, highly recommended!","5.00"
"C1340","123078309","Quick delivery and fantastic service.","4.00"
"C1639","123078340","Average experience, acceptable for the price.","3.00"
"C1460","123079603","Amazing experience, will definitely buy again!","4.00"
"C1341","123078813","Excellent product, highly recommended!","5.00"
"C727","123076672","Decent product, meets the basic needs.","4.00"
"C872","123078390","Decent product, meets the basic needs.","3.00"
"C570","123078397","Amazing experience, will definitely buy again!","4.00"
"C666","123078823","Great quality, very satisfied with the purchase.","4.00"
"C1181","123079954","Terrible experience, would not recommend.","2.00"
"C30","123078429","Service was satisfactory but not outstanding.","3.00"
"C1","123079634","Product exceeded expectations, works perfectly.","4.00"
"C1599","123079641","Decent product, meets the basic needs.","4.00"
"C607","123078457","Amazing experience, will definitely buy again!","5.00"
"C1310","123078889","Quick delivery and fantastic service.","4.00"
"C277","123079683","Quality issues, needs a lot of improvement.","1.00"
"C1236","123078930","Quick delivery and fantastic service.","4.00"
"C1428","123079688","Not worth the money, completely unsatisfactory.","1.00"
"C196","123078939","Not worth the money, completely unsatisfactory.","2.00"
"C1615","123078950","Great quality, very satisfied with the purchase.","4.00"
"C1393","123078956","Amazing experience, will definitely buy again!","4.00"
"C712","123078505","Product exceeded expectations, works perfectly.","5.00"
"C1313","123078976","It's okay, not bad but nothing special.","4.00"
"C38","123082260","Very disappointing, poor quality.","1.00"
"C1741","123083323","Product exceeded expectations, works perfectly.","4.00"
"C1684","123084526","Amazing experience, will definitely buy again!","4.00"
"C1531","123082335","Excellent product, highly recommended!","5.00"
"C1431","123083332","Decent product, meets the basic needs.","3.00"
"C224","123085847","Quick delivery and fantastic service.","4.00"
"C1189","123082344","Quick delivery and fantastic service.","4.00"
"C1239","123084558","Great quality, very satisfied with the purchase.","4.00"
"C1343","123085446","Quick delivery and fantastic service.","4.00"
"C885","123081805","Quick delivery and fantastic service.","5.00"
"C768","123081810","Quick delivery and fantastic service.","5.00"
"C426","123085748","Product exceeded expectations, works perfectly.","5.00"
"C550","123082395","Service was satisfactory but not outstanding.","3.00"
"C645","123085055","Product is fine but could be improved.","4.00"
"C1188","123082430","Average experience, acceptable for the price.","4.00"
"C1079","123082440","Product exceeded expectations, works perfectly.","5.00"
"C222","123086070","Terrible experience, would not recommend.","2.00"
"C599","123082459","Product exceeded expectations, works perfectly.","4.00"
"C1436","123082522","Excellent product, highly recommended!","5.00"
"C1521","123085072","Amazing experience, will definitely buy again!","5.00"
"C442","123082535","Quality issues, needs a lot of improvement.","2.00"
"C1041","123084649","Quick delivery and fantastic service.","4.00"
"C498","123086302","Quick delivery and fantastic service.","5.00"
"C98","123082546","It's okay, not bad but nothing special.","3.00"
"C1217","123086322","Very disappointing, poor quality.","2.00"
"C782","123083418","Not worth the money, completely unsatisfactory.","2.00"
"C619","123086395","Quick delivery and fantastic service.","5.00"
"C73","123082595","Not worth the money, completely unsatisfactory.","2.00"
"C1377","123083451","Great quality, very satisfied with the purchase.","5.00"
