"transaction_id","product_id","quantity"
"123017736","P202",2
"123017736","P271",1
"123017736","P617",2
"123017736","P646",2
"123017736","P832",3
"123017748","P1451",3
"123017748","P209",1
"123017748","P263",3
"123017748","P285",3
"123017748","P42",1
"123017748","P456",3
"123017748","P514",2
"123017748","P543",2
"123017748","P793",2
"123017748","P917",2
"123017783","P1031",2
"123017783","P1033",3
"123017783","P117",3
"123017783","P138",1
"123017783","P149",1
"123017783","P40",3
"123017783","P57",3
"123017783","P74",2
"123017783","P798",2
"123017783","P82",1
"123017796","P1247",3
"123017796","P1276",3
"123017796","P1352",3
"123017796","P1427",1
"123017796","P222",3
"123017796","P41",1
"123017796","P675",1
"123017796","P700",1
"123017796","P807",3
"123017796","P808",3
"123017851","P1072",3
"123017851","P1342",2
"123017851","P1361",3
"123017851","P1434",2
"123017851","P1465",1
"123017851","P685",1
"123017851","P797",2
"123017851","P907",3
"123017876","P1072",2
"123017876","P112",3
"123017876","P149",1
"123017876","P794",2
"123017876","P84",3
"123017876","P883",1
"123017876","P971",2
"123017882","P237",1
"123017907","P184",2
"123017907","P187",1
"123017907","P193",1
"123017907","P317",1
"123017907","P343",3
"123017907","P349",3
"123017934","P102",3
"123017934","P60",3
"123017934","P893",1
"123017938","P1067",2
"123017938","P21",1
"123017938","P30",1
"123017938","P810",2
"123017938","P891",1
"123017938","P895",3
"123018015","P193",1
"123018015","P197",3
"123018015","P269",1
"123018015","P807",2
"123018015","P902",3
"123018052","P1324",3
"123018052","P207",1
"123018052","P210",1
"123018052","P219",1
"123018052","P254",3
"123018052","P285",3
"123018052","P329",2
"123018052","P343",2
"123018052","P349",1
"123018052","P675",1
"123018116","P112",2
"123018116","P115",1
"123018116","P1220",3
"123018116","P124",1
"123018116","P150",3
"123018116","P158",1
"123018116","P170",3
"123018116","P179",1
"123018116","P343",2
"123018116","P57",3
"123018131","P1125",3
"123018131","P135",2
"123018131","P179",3
"123018131","P273",2
"123018131","P40",1
"123018131","P50",1
"123018131","P99",1
"123018141","P1320",3
"123018141","P1442",3
"123018141","P218",1
"123018141","P27",2
"123018141","P301",1
"123018141","P45",1
"123018141","P658",1
"123018141","P693",2
"123018141","P709",2
"123018141","P808",2
"123018193","P153",2
"123018193","P338",2
"123018217","P1030",1
"123018217","P1033",1
"123018217","P116",3
"123018217","P139",3
"123018217","P168",2
"123018217","P241",2
"123018217","P35",1
"123018217","P50",1
"123018217","P705",2
"123018217","P795",1
"123018241","P1327",3
"123018269","P1073",2
"123018269","P1232",3
"123018269","P895",3
"123018310","P1384",1
"123018310","P16",3
"123018310","P290",2
"123018310","P702",2
"123018310","P793",2
"123018310","P832",3
"123018310","P85",2
"123018315","P1072",1
"123018315","P158",3
"123018315","P267",3
"123018315","P796",1
"123018315","P80",2
"123018315","P885",2
"123018371","P193",1
"123018371","P202",3
"123018376","P1310",1
"123018376","P1353",2
"123018376","P43",1
"123018376","P514",2
"123018376","P537",3
"123018376","P805",3
"123018397","P1227",2
"123018397","P1366",3
"123018397","P450",1
"123018397","P455",1
"123018397","P494",3
"123018397","P510",3
"123018397","P693",2
"123018397","P879",2
"123018432","P911",3
"123018454","P117",2
"123018454","P121",3
"123018454","P129",1
"123018454","P133",1
"123018454","P136",3
"123018454","P180",2
"123018454","P898",1
"123018471","P1370",1
"123018471","P1398",2
"123018471","P224",2
"123018471","P231",3
"123018471","P293",1
"123018517","P1257",2
"123018517","P1338",1
"123018517","P14",2
"123018517","P22",1
"123018517","P290",2
"123018517","P307",3
"123018517","P797",1
"123018587","P139",1
"123018587","P159",2
"123018587","P73",3
"123018587","P99",1
"123018598","P112",3
"123018598","P131",1
"123018598","P133",2
"123018598","P135",3
"123018598","P241",1
"123018598","P40",2
"123018598","P699",1
"123018614","P12",3
"123018614","P1302",3
"123018614","P1369",3
"123018614","P1389",1
"123018614","P1398",1
"123018614","P18",1
"123018614","P223",2
"123018614","P329",2
"123018614","P605",3
"123018614","P631",1
"123018690","P1232",3
"123018690","P1249",3
"123018690","P43",1
"123018690","P451",2
"123018690","P468",1
"123018690","P520",3
"123018696","P203",3
"123018739","P1317",3
"123018739","P469",3
"123018739","P485",3
"123018739","P900",2
"123018750","P1320",2
"123018750","P223",1
"123018750","P224",3
"123018750","P253",3
"123018750","P289",1
"123018750","P291",2
"123018750","P820",2
"123018765","P1225",2
"123018765","P1246",2
"123018765","P1347",2
"123018765","P1369",2
"123018765","P1370",1
"123018765","P199",2
"123018765","P205",1
"123018765","P31",2
"123018765","P627",3
"123018770","P10",3
"123018770","P11",3
"123018770","P1344",2
"123018770","P1347",2
"123018770","P22",1
"123018770","P290",1
"123018770","P680",1
"123018770","P795",3
"123018770","P890",2
"123018770","P936",1
"123018787","P328",2
"123018814","P104",3
"123018814","P118",3
"123018814","P40",1
"123018845","P1269",3
"123018845","P199",1
"123018845","P21",1
"123018845","P30",1
"123018845","P970",1
"123018909","P1312",3
"123018909","P3",2
"123018909","P727",3
"123018909","P891",2
"123018917","P1042",2
"123018917","P116",2
"123018921","P1255",3
"123018921","P14",3
"123018921","P19",2
"123018921","P890",3
"123018921","P936",1
"123018932","P1336",1
"123018932","P202",2
"123018932","P269",2
"123018938","P106",2
"123018938","P168",1
"123018938","P54",3
"123018938","P84",3
"123018938","P99",2
"123018945","P1366",1
"123018945","P253",1
"123018945","P338",1
"123018945","P355",1
"123018945","P820",2
"123018979","P13",2
"123019001","P106",2
"123019001","P126",3
"123019001","P347",1
"123019001","P641",1
"123019001","P99",1
"123019011","P13",2
"123019011","P216",2
"123019011","P30",3
"123019011","P449",2
"123019011","P515",3
"123019011","P516",2
"123019011","P537",3
"123019011","P879",3
"123019011","P917",2
"123019012","P249",2
"123019012","P26",2
"123019012","P320",1
"123019012","P693",1
"123019042","P128",2
"123019042","P454",2
"123019042","P461",1
"123019042","P495",3
"123019042","P527",2
"123019042","P535",1
"123019042","P70",1
"123019042","P92",2
"123019042","P947",3
"123019065","P1269",1
"123019065","P1389",3
"123019065","P22",3
"123019065","P496",3
"123019065","P497",1
"123019065","P529",1
"123019065","P837",1
"123019065","P901",3
"123019095","P105",3
"123019095","P1354",1
"123019095","P161",3
"123019095","P266",1
"123019095","P40",2
"123019095","P911",3
"123019096","P219",1
"123019096","P329",1
"123019096","P526",1
"123019096","P655",3
"123019096","P837",3
"123019096","P908",3
"123019096","P93",3
"123019110","P73",2
"123019176","P102",1
"123019176","P139",3
"123019176","P144",2
"123019176","P343",1
"123019176","P740",3
"123019176","P98",1
"123019300","P946",2
"123019300","P97",2
"123019310","P205",1
"123019310","P299",3
"123019310","P475",1
"123019310","P485",1
"123019310","P947",2
"123019310","P970",1
"123019315","P1096",3
"123019315","P1248",2
"123019315","P1269",2
"123019315","P186",3
"123019315","P202",1
"123019315","P221",3
"123019315","P253",2
"123019315","P289",3
"123019315","P41",1
"123019319","P1132",2
"123019319","P216",2
"123019319","P219",3
"123019319","P29",3
"123019319","P354",3
"123019319","P42",2
"123019319","P592",3
"123019319","P631",1
"123019319","P907",1
"123019361","P164",3
"123019361","P84",3
"123019378","P108",1
"123019378","P197",3
"123019378","P493",2
"123019378","P519",3
"123019378","P528",2
"123019378","P62",1
"123019378","P923",2
"123019422","P1246",2
"123019422","P1338",3
"123019422","P19",2
"123019422","P884",3
"123019422","P971",2
"123019467","P14",3
"123019467","P908",1
"123019536","P152",1
"123019571","P27",1
"123019571","P304",3
"123019588","P43",2
"123019588","P469",2
"123019588","P489",1
"123019588","P530",3
"123019588","P690",1
"123019588","P947",1
"123019619","P1336",3
"123019619","P1342",1
"123019619","P320",2
"123019629","P1226",3
"123019629","P1427",3
"123019629","P253",1
"123019629","P329",2
"123019629","P346",2
"123019629","P675",1
"123019637","P108",2
"123019637","P1456",2
"123019637","P280",2
"123019637","P329",1
"123019637","P475",3
"123019637","P53",2
"123019637","P670",1
"123019637","P909",2
"123019637","P986",1
"123019641","P1246",2
"123019641","P1398",3
"123019641","P320",1
"123019641","P5",2
"123019641","P680",2
"123019641","P891",1
"123019663","P116",3
"123019663","P142",1
"123019663","P174",1
"123019663","P57",2
"123019663","P84",1
"123019669","P1125",2
"123019669","P73",2
"123019673","P1067",3
"123019673","P464",2
"123019673","P542",2
"123019673","P916",3
"123019673","P918",1
"123019779","P1251",3
"123019779","P1286",3
"123019779","P1416",2
"123019779","P202",3
"123019779","P220",3
"123019779","P257",1
"123019779","P675",2
"123019868","P181",1
"123019868","P198",3
"123019884","P11",1
"123019884","P1232",1
"123019884","P1293",3
"123019884","P1456",1
"123019884","P205",3
"123019884","P288",1
"123019884","P4",2
"123019884","P584",3
"123019884","P675",3
"123019884","P693",3
"123019932","P1",3
"123019932","P10",1
"123019932","P486",3
"123019932","P493",1
"123019932","P517",1
"123019932","P6",2
"123019983","P1463",1
"123019983","P3",2
"123019983","P569",1
"123020045","P105",1
"123020045","P121",1
"123020045","P99",2
"123020133","P253",2
"123020134","P1324",2
"123020134","P1414",2
"123020134","P215",3
"123020134","P236",3
"123020134","P241",2
"123020134","P253",3
"123020134","P289",2
"123020134","P675",2
"123020134","P793",2
"123020134","P808",3
"123020161","P1249",3
"123020161","P1257",3
"123020161","P288",2
"123020161","P322",2
"123020161","P41",3
"123020161","P693",3
"123020175","P117",1
"123020175","P118",3
"123020175","P129",2
"123020175","P169",2
"123020175","P547",3
"123020175","P80",2
"123020197","P1030",3
"123020197","P1031",2
"123020197","P1303",1
"123020197","P24",3
"123020197","P30",1
"123020197","P6",1
"123020197","P664",1
"123020197","P799",3
"123020197","P936",1
"123020224","P451",3
"123020226","P189",3
"123020226","P201",3
"123020226","P214",1
"123020226","P276",1
"123020226","P679",3
"123020230","P478",2
"123020232","P1331",1
"123020232","P22",1
"123020232","P257",3
"123020232","P690",1
"123020265","P1270",3
"123020265","P184",3
"123020265","P186",1
"123020265","P488",3
"123020265","P53",2
"123020265","P535",1
"123020265","P905",1
"123020336","P1073",2
"123020336","P1322",1
"123020336","P21",3
"123020336","P263",1
"123020336","P30",1
"123020336","P796",3
"123020336","P810",1
"123020336","P887",2
"123020336","P908",1
"123020339","P1336",2
"123020339","P321",1
"123020339","P527",3
"123020339","P67",3
"123020350","P1086",2
"123020350","P1247",1
"123020350","P1270",3
"123020350","P1286",1
"123020350","P1327",3
"123020350","P1336",1
"123020350","P186",1
"123020350","P223",3
"123020350","P675",1
"123020350","P936",1
"123020393","P1238",1
"123020393","P196",1
"123020393","P321",3
"123020393","P837",2
"123020403","P288",3
"123020418","P210",2
"123020418","P263",1
"123020445","P164",3
"123020445","P40",2
"123020445","P50",2
"123020460","P1014",1
"123020460","P1327",1
"123020460","P467",2
"123020460","P469",2
"123020460","P646",1
"123020460","P793",3
"123020481","P43",1
"123020481","P481",2
"123020481","P524",2
"123020481","P880",2
"123020484","P147",3
"123020572","P1338",1
"123020572","P1375",1
"123020572","P6",1
"123020572","P895",2
"123020572","P9",1
"123020572","P908",2
"123020629","P1132",2
"123020629","P1270",1
"123020629","P201",2
"123020629","P205",3
"123020629","P237",2
"123020629","P247",3
"123020629","P295",3
"123020629","P355",2
"123020629","P793",1
"123020629","P807",2
"123020663","P1317",3
"123020663","P223",3
"123020663","P307",2
"123020663","P45",3
"123020682","P161",3
"123020713","P196",3
"123020713","P513",1
"123020713","P67",2
"123020713","P703",3
"123020713","P90",3
"123020713","P916",3
"123020799","P118",1
"123020799","P120",1
"123020799","P129",1
"123020799","P142",3
"123020799","P154",1
"123020799","P161",2
"123020799","P171",3
"123020799","P37",2
"123020804","P1225",3
"123020804","P1248",3
"123020804","P1393",2
"123020804","P203",2
"123020804","P207",2
"123020804","P485",3
"123020804","P670",2
"123020804","P703",1
"123020809","P133",3
"123020809","P154",2
"123020809","P347",2
"123020809","P349",3
"123020809","P40",2
"123020809","P705",2
"123020809","P922",1
"123020811","P1041",2
"123020811","P41",2
"123020811","P42",3
"123020838","P1279",2
"123020838","P1361",3
"123020838","P231",3
"123020838","P257",1
"123020838","P700",1
"123020878","P1096",3
"123020878","P1414",3
"123020878","P213",1
"123020878","P272",3
"123020878","P41",2
"123020878","P658",3
"123020878","P820",2
"123020950","P1014",1
"123020950","P1366",1
"123020950","P1427",2
"123020950","P450",1
"123020950","P520",2
"123020950","P62",3
"123020950","P820",3
"123020950","P891",3
"123020952","P1252",3
"123020952","P1352",1
"123020952","P15",2
"123020952","P322",2
"123020952","P4",1
"123020952","P565",3
"123020952","P584",3
"123020952","P666",1
"123020952","P679",2
"123020952","P690",2
"123020960","P1286",1
"123020960","P310",3
"123020960","P323",1
"123020962","P136",2
"123020962","P164",1
"123020962","P35",3
"123020962","P40",2
"123020962","P84",2
"123021008","P14",2
"123021008","P1427",1
"123021008","P25",2
"123021008","P41",1
"123021008","P526",1
"123021008","P62",2
"123021008","P909",3
"123021018","P1",3
"123021018","P1312",1
"123021018","P19",2
"123021047","P196",1
"123021047","P451",2
"123021047","P494",1
"123021047","P703",2
"123021047","P927",2
"123021055","P1086",1
"123021055","P456",1
"123021055","P460",2
"123021055","P462",2
"123021055","P474",2
"123021055","P515",3
"123021055","P948",3
"123021116","P1292",2
"123021116","P249",1
"123021126","P126",1
"123021126","P132",3
"123021126","P241",3
"123021126","P281",1
"123021126","P323",3
"123021126","P797",1
"123021134","P1132",2
"123021134","P1327",3
"123021134","P1352",1
"123021134","P224",2
"123021134","P295",1
"123021134","P322",2
"123021134","P807",3
"123021168","P106",1
"123021168","P144",1
"123021168","P153",1
"123021168","P163",3
"123021168","P740",1
"123021169","P1356",1
"123021169","P203",1
"123021169","P220",2
"123021169","P23",2
"123021169","P45",1
"123021227","P214",1
"123021227","P543",2
"123021227","P858",1
"123021241","P1041",2
"123021241","P196",3
"123021241","P490",3
"123021241","P491",2
"123021241","P497",2
"123021241","P62",2
"123021241","P703",2
"123021241","P910",1
"123021260","P1312",2
"123021260","P182",1
"123021260","P254",3
"123021260","P288",3
"123021260","P292",1
"123021260","P322",3
"123021260","P42",3
"123021260","P675",2
"123021260","P679",3
"123021260","P683",3
"123021266","P1232",3
"123021266","P21",2
"123021266","P290",2
"123021266","P299",2
"123021266","P31",1
"123021266","P808",3
"123021347","P1036",3
"123021347","P1402",3
"123021347","P322",1
"123021347","P662",3
"123021375","P1125",1
"123021375","P161",2
"123021375","P171",3
"123021375","P174",1
"123021375","P236",2
"123021375","P54",2
"123021375","P641",3
"123021375","P911",3
"123021382","P105",3
"123021382","P124",3
"123021382","P255",3
"123021382","P266",2
"123021382","P84",3
"123021385","P1252",3
"123021385","P1270",1
"123021447","P1252",1
"123021447","P1327",2
"123021447","P186",2
"123021447","P188",2
"123021447","P213",3
"123021447","P223",3
"123021447","P315",2
"123021447","P709",3
"123021447","P837",3
"123021467","P36",1
"123021485","P1341",2
"123021485","P199",2
"123021504","P355",3
"123021504","P45",2
"123021504","P808",2
"123021558","P1270",3
"123021558","P1438",2
"123021558","P187",2
"123021558","P192",2
"123021558","P196",1
"123021558","P201",2
"123021558","P310",3
"123021558","P325",2
"123021610","P323",1
"123021631","P1073",2
"123021631","P1269",2
"123021631","P1310",1
"123021631","P235",3
"123021631","P285",3
"123021668","P147",1
"123021668","P792",1
"123021668","P953",2
"123021694","P1263",2
"123021694","P249",3
"123021694","P321",1
"123021702","P121",2
"123021702","P144",2
"123021728","P254",1
"123021728","P27",2
"123021728","P289",3
"123021728","P317",1
"123021728","P832",1
"123021743","P12",2
"123021743","P205",1
"123021743","P222",1
"123021743","P285",3
"123021743","P842",2
"123021773","P1427",2
"123021773","P199",1
"123021773","P320",3
"123021773","P462",3
"123021773","P488",3
"123021773","P793",1
"123021773","P963",3
"123021791","P123",1
"123021791","P1252",2
"123021791","P1336",2
"123021798","P186",2
"123021798","P527",1
"123021798","P927",1
"123021799","P12",3
"123021799","P6",3
"123021799","P795",2
"123021799","P796",1
"123021799","P961",3
"123021833","P111",1
"123021833","P703",1
"123021891","P18",3
"123021891","P203",3
"123021891","P355",1
"123021891","P662",2
"123021891","P808",2
"123021891","P832",1
"123021891","P908",3
"123021913","P105",1
"123021913","P125",3
"123021913","P137",1
"123021913","P797",1
"123021913","P911",1
"123022006","P10",3
"123022006","P1030",2
"123022006","P19",3
"123022006","P290",2
"123022006","P5",3
"123022006","P884",1
"123022006","P895",2
"123022013","P1247",1
"123022013","P215",2
"123022013","P218",3
"123022013","P42",2
"123022056","P154",1
"123022061","P103",1
"123022061","P35",3
"123022061","P50",2
"123022061","P74",3
"123022061","P877",3
"123022061","P99",1
"123022078","P1096",3
"123022078","P1316",1
"123022078","P247",2
"123022078","P27",3
"123022078","P832",2
"123022082","P1039",2
"123022082","P104",3
"123022082","P74",3
"123022108","P1014",2
"123022108","P493",3
"123022108","P900",3
"123022111","P466",2
"123022119","P131",1
"123022119","P239",2
"123022131","P1270",1
"123022131","P1292",2
"123022131","P181",2
"123022131","P189",2
"123022131","P236",1
"123022131","P255",1
"123022131","P273",3
"123022131","P323",1
"123022131","P807",2
"123022222","P475",3
"123022222","P483",3
"123022222","P513",3
"123022222","P524",1
"123022222","P530",2
"123022222","P894",3
"123022267","P641",2
"123022281","P11",1
"123022281","P1325",3
"123022281","P1337",2
"123022281","P1344",2
"123022281","P1347",2
"123022281","P16",1
"123022281","P2",3
"123022281","P21",2
"123022281","P794",2
"123022281","P810",1
"123022286","P1244",1
"123022286","P1341",1
"123022286","P291",1
"123022286","P486",2
"123022286","P493",3
"123022286","P538",2
"123022286","P676",3
"123022286","P700",3
"123022304","P114",1
"123022304","P989",2
"123022310","P1014",2
"123022310","P1442",2
"123022310","P207",3
"123022310","P462",2
"123022327","P1352",2
"123022327","P1398",3
"123022327","P1427",2
"123022327","P183",2
"123022327","P192",2
"123022327","P202",1
"123022358","P1310",3
"123022358","P189",2
"123022358","P221",2
"123022358","P222",1
"123022358","P276",1
"123022358","P315",1
"123022358","P318",2
"123022358","P41",2
"123022400","P1384",1
"123022400","P220",2
"123022400","P237",2
"123022400","P355",2
"123022400","P584",3
"123022400","P907",2
"123022403","P103",1
"123022403","P140",3
"123022403","P73",1
"123022403","P80",1
"123022403","P911",2
"123022409","P1251",2
"123022409","P196",3
"123022412","P107",2
"123022412","P118",1
"123022412","P137",2
"123022412","P156",2
"123022412","P35",2
"123022412","P884",1
"123022412","P893",1
"123022412","P922",2
"123022457","P104",1
"123022457","P107",2
"123022457","P130",1
"123022457","P239",2
"123022457","P266",1
"123022457","P272",2
"123022457","P80",1
"123022457","P94",3
"123022494","P1",3
"123022494","P1086",3
"123022494","P23",2
"123022494","P5",2
"123022494","P727",1
"123022494","P884",3
"123022494","P9",3
"123022494","P908",1
"123022494","P961",2
"123022501","P1322",2
"123022501","P20",3
"123022501","P792",2
"123022501","P890",1
"123022565","P132",3
"123022565","P137",1
"123022565","P266",2
"123022565","P73",3
"123022565","P796",2
"123022565","P798",1
"123022571","P171",2
"123022632","P1067",3
"123022632","P1085",3
"123022632","P1086",1
"123022632","P1312",1
"123022632","P1347",3
"123022632","P676",1
"123022632","P697",3
"123022632","P884",1
"123022632","P911",2
"123022635","P908",1
"123022690","P1279",3
"123022690","P1310",3
"123022690","P203",1
"123022690","P295",2
"123022690","P495",1
"123022690","P496",2
"123022690","P527",3
"123022690","P917",1
"123022714","P119",1
"123022714","P272",3
"123022714","P740",2
"123022714","P895",1
"123022714","P953",3
"123022718","P1303",1
"123022718","P215",1
"123022789","P117",1
"123022789","P119",1
"123022789","P1220",3
"123022789","P136",1
"123022789","P150",2
"123022789","P164",3
"123022789","P898",2
"123022789","P99",3
"123022835","P1292",1
"123022835","P1312",2
"123022835","P181",3
"123022835","P183",1
"123022835","P186",2
"123022835","P187",1
"123022835","P239",1
"123022835","P269",1
"123022835","P346",3
"123022856","P253",3
"123022856","P43",2
"123022856","P451",3
"123022856","P461",2
"123022856","P793",2
"123022864","P107",2
"123022864","P126",2
"123022864","P139",1
"123022864","P161",3
"123022864","P168",1
"123022864","P46",3
"123022864","P57",3
"123022864","P99",2
"123022865","P103",2
"123022865","P117",3
"123022865","P142",1
"123022865","P161",1
"123022865","P241",1
"123022865","P273",3
"123022865","P317",2
"123022865","P80",2
"123022865","P84",2
"123022865","P99",3
"123022892","P202",1
"123022892","P203",1
"123022892","P471",2
"123022913","P498",2
"123022913","P505",1
"123022913","P67",3
"123022913","P703",3
"123022913","P879",2
"123022914","P100",1
"123022914","P147",2
"123022914","P167",1
"123022914","P266",1
"123022914","P323",3
"123022922","P1347",3
"123022922","P315",3
"123022922","P489",2
"123022922","P702",1
"123022922","P917",3
"123022927","P120",3
"123022927","P125",3
"123022927","P137",2
"123022927","P161",3
"123022927","P236",1
"123022927","P304",3
"123022927","P641",2
"123022934","P126",1
"123022934","P135",2
"123022934","P144",2
"123022934","P241",2
"123022934","P40",3
"123022934","P50",3
"123022934","P699",3
"123022934","P795",3
"123022934","P799",2
"123022934","P99",2
"123022936","P1338",3
"123022936","P1361",3
"123022936","P1456",3
"123022936","P18",3
"123022936","P22",2
"123022936","P676",1
"123022936","P797",2
"123022944","P131",3
"123022944","P148",2
"123022944","P36",2
"123022944","P82",1
"123022944","P84",2
"123022959","P1055",3
"123022959","P1257",3
"123022959","P1302",1
"123022959","P1434",3
"123022959","P21",2
"123022959","P263",2
"123022959","P28",2
"123022959","P30",2
"123022959","P9",1
"123022960","P1251",3
"123022960","P199",2
"123022960","P209",3
"123022960","P271",1
"123022960","P282",3
"123022960","P630",3
"123022960","P697",1
"123022960","P793",1
"123022960","P805",3
"123022980","P1041",3
"123022980","P304",1
"123022980","P807",3
"123022982","P218",2
"123022982","P322",1
"123022982","P497",1
"123022982","P501",3
"123022982","P90",2
"123022992","P1302",3
"123022992","P1330",2
"123022992","P307",3
"123022992","P318",2
"123022992","P4",1
"123022992","P458",1
"123022992","P820",3
"123022992","P894",1
"123022992","P96",1
"123022996","P106",1
"123022996","P236",2
"123022996","P255",1
"123023020","P1036",3
"123023020","P1312",1
"123023020","P1438",1
"123023020","P19",2
"123023020","P28",2
"123023020","P664",1
"123023020","P690",2
"123023020","P893",3
"123023047","P1316",1
"123023047","P1389",1
"123023047","P575",1
"123023056","P282",2
"123023056","P290",2
"123023075","P1456",1
"123023075","P16",1
"123023084","P1031",1
"123023084","P112",2
"123023084","P126",3
"123023084","P130",2
"123023084","P1354",3
"123023084","P161",2
"123023084","P163",2
"123023084","P50",2
"123023084","P797",3
"123023084","P84",3
"123023095","P1251",1
"123023095","P1414",3
"123023095","P214",2
"123023095","P301",1
"123023095","P347",2
"123023095","P705",1
"123023104","P116",3
"123023104","P117",3
"123023104","P1354",2
"123023104","P149",2
"123023104","P37",1
"123023104","P40",2
"123023104","P60",1
"123023104","P694",1
"123023107","P1325",2
"123023107","P219",1
"123023107","P3",2
"123023107","P450",1
"123023107","P454",1
"123023107","P456",3
"123023107","P463",3
"123023107","P466",3
"123023107","P793",1
"123023107","P9",3
"123023110","P1269",3
"123023110","P1320",3
"123023110","P203",1
"123023110","P209",1
"123023110","P214",2
"123023110","P249",1
"123023110","P323",1
"123023110","P338",2
"123023125","P112",3
"123023125","P132",2
"123023125","P137",2
"123023125","P147",3
"123023125","P171",2
"123023125","P37",3
"123023125","P40",2
"123023125","P99",3
"123023134","P116",2
"123023134","P136",2
"123023134","P547",2
"123023145","P1257",1
"123023145","P202",1
"123023145","P209",2
"123023145","P21",2
"123023145","P28",1
"123023145","P307",2
"123023145","P315",2
"123023145","P41",1
"123023145","P664",2
"123023159","P103",1
"123023159","P1031",2
"123023159","P112",2
"123023159","P161",2
"123023159","P323",2
"123023159","P799",2
"123023159","P80",3
"123023159","P971",1
"123023162","P112",2
"123023162","P84",1
"123023175","P12",2
"123023175","P908",2
"123023198","P1235",2
"123023198","P202",1
"123023198","P214",1
"123023198","P257",1
"123023198","P261",1
"123023198","P327",1
"123023198","P331",3
"123023198","P705",1
"123023213","P1255",3
"123023264","P1235",2
"123023264","P209",3
"123023264","P627",2
"123023265","P1369",1
"123023265","P322",2
"123023265","P347",3
"123023265","P679",1
"123023265","P694",2
"123023265","P837",3
"123023269","P1",3
"123023269","P10",3
"123023269","P1039",2
"123023269","P1465",3
"123023269","P24",1
"123023269","P792",1
"123023269","P887",3
"123023269","P908",1
"123023305","P104",2
"123023305","P99",1
"123023326","P1036",1
"123023326","P12",3
"123023326","P1337",3
"123023326","P1347",1
"123023326","P685",1
"123023345","P18",2
"123023345","P702",1
"123023345","P799",2
"123023370","P12",2
"123023370","P23",3
"123023370","P646",2
"123023370","P808",3
"123023380","P1067",1
"123023380","P1085",1
"123023380","P1344",3
"123023380","P24",2
"123023380","P30",2
"123023380","P702",3
"123023380","P908",3
"123023425","P188",2
"123023425","P327",2
"123023425","P693",2
"123023449","P120",1
"123023449","P121",1
"123023449","P1220",2
"123023449","P126",1
"123023449","P898",2
"123023459","P1033",3
"123023459","P1356",1
"123023459","P792",2
"123023459","P796",1
"123023473","P118",1
"123023473","P54",2
"123023473","P898",1
"123023511","P452",1
"123023511","P456",3
"123023511","P463",2
"123023511","P464",1
"123023511","P466",2
"123023511","P53",3
"123023511","P902",1
"123023511","P936",2
"123023511","P987",1
"123023521","P885",2
"123023521","P908",1
"123023528","P466",3
"123023528","P468",2
"123023528","P513",2
"123023528","P520",1
"123023528","P535",3
"123023528","P537",1
"123023528","P62",3
"123023528","P909",3
"123023528","P986",1
"123023545","P53",2
"123023548","P1096",2
"123023548","P1252",3
"123023548","P215",1
"123023548","P253",2
"123023548","P267",1
"123023548","P292",1
"123023548","P295",2
"123023548","P311",1
"123023548","P315",3
"123023552","P106",2
"123023552","P115",2
"123023552","P142",3
"123023552","P35",2
"123023552","P46",1
"123023552","P883",1
"123023552","P922",3
"123023560","P116",2
"123023560","P133",1
"123023560","P142",1
"123023560","P144",1
"123023560","P149",1
"123023560","P161",2
"123023560","P163",2
"123023560","P36",2
"123023560","P82",3
"123023560","P883",2
"123023582","P466",1
"123023582","P480",1
"123023582","P703",2
"123023582","P876",1
"123023582","P96",2
"123023582","P986",1
"123023612","P1132",3
"123023612","P1279",1
"123023612","P220",1
"123023612","P271",2
"123023612","P273",2
"123023656","P1361",1
"123023656","P1398",2
"123023656","P17",1
"123023656","P194",2
"123023656","P354",2
"123023656","P602",1
"123023673","P186",3
"123023673","P187",2
"123023673","P193",3
"123023673","P201",1
"123023673","P241",3
"123023673","P807",2
"123023677","P1033",2
"123023677","P28",2
"123023677","P307",1
"123023677","P727",1
"123023692","P1072",3
"123023692","P1293",3
"123023692","P13",2
"123023692","P1451",1
"123023692","P2",3
"123023692","P795",3
"123023692","P884",2
"123023692","P9",1
"123023692","P902",3
"123023714","P1320",3
"123023714","P1325",2
"123023714","P2",1
"123023714","P221",2
"123023714","P676",3
"123023744","P1",2
"123023744","P1344",1
"123023744","P1356",2
"123023744","P22",2
"123023744","P3",2
"123023744","P5",1
"123023744","P794",2
"123023744","P887",3
"123023744","P922",3
"123023744","P953",3
"123023763","P799",3
"123023763","P922",2
"123023774","P1125",1
"123023774","P116",2
"123023774","P135",3
"123023774","P150",1
"123023774","P226",3
"123023774","P241",2
"123023774","P40",1
"123023774","P884",1
"123023812","P104",3
"123023812","P149",2
"123023812","P164",3
"123023812","P179",3
"123023812","P317",1
"123023812","P328",2
"123023813","P10",3
"123023813","P1031",1
"123023814","P1248",3
"123023814","P1427",2
"123023814","P226",1
"123023814","P237",3
"123023814","P31",3
"123023814","P42",2
"123023832","P1336",2
"123023832","P1414",1
"123023832","P227",3
"123023832","P591",1
"123023834","P104",3
"123023834","P126",1
"123023834","P142",3
"123023834","P148",1
"123023834","P161",3
"123023834","P179",2
"123023834","P37",2
"123023851","P1033",3
"123023851","P107",1
"123023851","P112",2
"123023851","P159",1
"123023851","P236",2
"123023851","P84",2
"123023851","P885",2
"123023851","P99",2
"123023862","P1030",1
